ts,apf,avoltage,acurrent,awattage,bpf,bvoltage,bcurrent,bwattage
1606955524,893,12110,1520,164,915,12113,2000,221
1606955526,892,12099,1520,163,913,12102,2000,220
1606955528,892,12115,1520,164,918,12118,2000,222
1606955530,894,12105,1520,163,914,12109,2000,221
1606955532,889,12110,1520,163,917,12113,2000,221
1606955534,896,12103,1520,163,915,12107,2000,221
1606955536,893,12111,1520,164,916,12114,2000,221
1606955538,887,12107,1520,163,919,12110,2000,222
1606955540,894,12115,1520,164,915,12118,2000,221
1606955542,890,12105,1520,162,916,12108,2000,221
1606955544,889,12105,1520,162,915,12108,2000,221
1606955546,885,12109,1520,162,919,12112,2000,222
1606955548,888,12119,1520,163,921,12123,2000,222
1606955550,893,12098,1520,163,915,12102,2000,221
1606955552,886,12109,1520,163,915,12112,2000,221
1606955554,887,12109,1520,163,919,12112,2000,222
1606955556,896,12113,1520,164,918,12116,2000,222
1606955558,895,12120,1480,160,922,12123,2000,223
1606955560,892,12119,1480,159,918,12122,2000,222
1606955562,895,12093,1480,159,916,12097,2000,220
1606955564,889,12110,1480,159,916,12113,2000,221
1606955566,895,12116,1480,160,921,12119,2000,222
1606955568,891,12126,1480,159,913,12130,2000,220
1606955570,897,12124,1520,165,913,12127,2000,220
1606955572,897,12122,1480,160,927,12125,1880,210
1606955574,894,12123,1480,160,930,12126,1880,211
1606955576,893,12120,1480,159,927,12123,1880,210
1606955578,888,12109,1480,158,932,12112,1880,211
1606955580,894,12115,1480,160,927,12118,1880,210
1606955582,889,12109,1480,159,933,12112,1880,211
1606955584,896,12114,1480,160,932,12118,1880,211
1606955586,891,12114,1480,159,930,12118,1880,211
1606955588,899,12095,1480,160,928,12098,1880,210
1606955590,897,12105,1480,160,927,12108,1880,210
1606955592,894,12093,1480,159,929,12096,1880,210
1606955594,885,12103,1520,161,929,12106,1880,210
1606955596,899,12092,1480,160,929,12096,1880,210
1606955598,885,12103,1520,161,930,12107,1880,211
1606955600,888,12104,1520,162,930,12107,1880,211
1606955602,895,12110,1480,160,932,12113,1880,211
1606955604,886,12114,1520,163,935,12117,1880,212
1606955606,899,12106,1480,160,931,12109,1880,211
1606955608,890,12119,1520,163,925,12123,1920,214
1606955610,887,12104,1520,162,931,12107,1880,211
1606955612,892,12100,1520,163,932,12104,1880,211
1606955614,892,12105,1520,163,933,12108,1880,211
1606955616,895,12095,1520,163,928,12098,1920,215
1606955618,886,12101,1520,162,933,12105,1880,211
1606955620,893,12090,1480,158,931,12094,1880,211
1606955622,891,12106,1520,163,931,12109,1920,215
1606955624,885,12093,1520,161,932,12096,1880,211
1606955626,899,12101,1480,160,933,12104,1880,211
1606955628,896,12098,1480,160,931,12101,1880,211
1606955630,892,12097,1520,163,932,12100,1880,211
1606955632,884,12095,1520,161,927,12098,1920,215
1606955634,888,12094,1520,162,932,12097,1880,211
1606955636,892,12088,1480,158,931,12091,1880,211
1606955638,898,12097,1480,160,932,12100,1880,211
1606955640,893,12088,1480,158,931,12091,1880,211
1606955642,888,12103,1480,158,933,12106,1880,211
1606955644,889,12091,1480,158,930,12094,1880,211
1606955646,893,12100,1480,159,931,12103,1880,211
1606955648,895,12090,1480,159,931,12093,1880,211
1606955650,899,12102,1480,160,933,12105,1880,211
1606955652,887,12084,1480,157,930,12087,1880,211
1606955654,892,12097,1480,159,930,12100,1880,211
1606955656,886,12086,1480,157,931,12089,1880,211
1606955658,888,12089,1480,158,931,12092,1880,211
1606955660,891,12083,1480,158,930,12086,1880,211
1606955662,898,12084,1480,159,930,12088,1880,211
1606955664,886,12080,1480,157,929,12083,1880,210
1606955666,884,12085,1520,161,932,12088,1880,211
1606955668,891,12088,1480,158,931,12092,1880,211
1606955670,891,12097,1480,159,929,12101,1880,210
1606955672,889,12089,1480,158,928,12092,1880,210
1606955674,889,12088,1480,158,929,12091,1880,210
1606955676,888,12071,1480,158,929,12075,1880,210
1606955678,888,12085,1480,158,928,12088,1880,210
1606955680,892,12084,1480,158,927,12087,1880,210
1606955682,892,12100,1480,159,932,12103,1880,211
1606955684,883,12084,1520,161,927,12087,1880,210
1606955686,886,12095,1520,162,928,12098,1880,210
1606955688,886,12100,1520,162,934,12104,1880,212
1606955690,892,12107,1520,164,934,12110,1880,212
1606955698,888,12089,1520,162,932,12092,1880,211
1606955700,891,12113,1520,163,933,12117,1880,211
1606955702,886,12089,1520,162,929,12092,1880,210
1606955704,888,12087,1520,162,928,12091,1880,210
1606955706,881,12086,1520,161,926,12089,1880,210
1606955708,890,12095,1480,159,932,12099,1920,216
1606955710,892,12101,1520,163,921,12104,1960,218
1606955712,886,12115,1520,163,929,12118,1920,215
1606955714,894,12093,1480,159,930,12096,1920,215
1606955716,893,12101,1480,159,921,12104,1920,213
1606955718,891,12079,1480,158,930,12082,1920,214
1606955720,889,12110,1480,159,927,12113,1920,215
1606955722,890,12100,1480,159,926,12103,1920,214
1606955724,889,12095,1520,162,926,12098,1920,214
1606955732,889,12107,1480,159,931,12110,1920,215
1606955734,889,12092,1480,158,929,12095,1920,215
1606955742,894,12111,1520,164,931,12114,1920,215
1606955744,876,12122,1320,140,923,12125,1960,218
1606955752,844,12111,640,64,929,12115,1960,220
1606955754,838,12091,640,64,927,12094,1920,215
1606955756,826,12099,680,67,930,12102,1920,215
1606955758,829,12079,640,63,928,12082,1920,214
1606955760,818,12102,680,67,928,12105,1960,219
1606955762,838,12090,640,64,925,12093,1960,219
1606955764,823,12107,680,67,930,12110,1960,220
1606955766,827,12085,680,67,925,12089,1960,218
1606955768,834,12099,640,64,928,12102,1960,219
1606955770,837,12107,640,64,932,12110,1960,220
1606955778,835,12119,640,64,928,12123,1960,219
1606955780,841,12115,640,64,932,12118,1960,220
1606955782,847,12108,640,65,935,12111,1960,221
1606955784,844,12122,640,64,930,12126,1960,220
1606955786,821,12091,680,67,928,12094,1960,219
1606955788,830,12101,640,63,930,12105,1960,220
1606955790,819,12090,680,67,927,12093,1960,219
1606955792,818,12091,680,67,928,12094,1960,219
1606955794,818,12094,680,67,928,12097,1960,219
1606955796,842,12082,640,64,927,12085,1960,218
1606955798,834,12093,640,64,929,12096,1960,220
1606955800,841,12078,640,64,928,12081,1960,219
1606955802,833,12089,640,64,928,12092,1960,219
1606955804,843,12075,640,64,928,12078,1960,219
1606955806,828,12086,640,63,927,12089,1960,218
1606955808,843,12090,640,64,928,12093,1960,219
1606955810,837,12092,640,64,928,12095,1960,219
1606955812,828,12083,640,63,927,12086,1960,218
1606955814,840,12113,640,64,936,12116,1960,221
1606955816,834,12085,640,64,926,12089,1960,218
1606955818,845,12098,640,65,929,12101,1960,220
1606955820,846,12088,640,65,926,12091,1960,218
1606955822,847,12090,640,65,927,12094,1960,219
1606955824,822,12076,680,67,926,12079,1960,218
1606955826,839,12083,640,64,926,12086,1960,218
1606955828,846,12098,640,65,927,12102,1960,219
1606955830,845,12095,640,65,926,12098,1960,219
1606955832,841,12087,640,64,924,12090,1960,218
1606955834,817,12092,680,66,926,12095,1960,219
1606955836,817,12085,680,66,926,12088,1960,218
1606955838,823,12096,680,67,930,12099,1960,220
1606955840,830,12088,640,63,930,12091,1920,215
1606955842,837,12094,640,64,928,12097,1960,219
1606955844,828,12073,640,63,925,12076,1960,218
1606955846,832,12086,640,64,925,12090,1960,218
1606955848,837,12086,640,64,924,12089,1960,218
1606955850,846,12095,640,65,930,12098,1920,215
1606955852,839,12086,640,64,931,12090,1920,215
1606955854,843,12095,640,64,930,12099,1920,215
1606955856,817,12115,680,66,929,12118,1960,220
1606955858,837,12110,640,64,933,12113,1920,216
1606955860,816,12086,680,66,927,12090,1960,218
1606955862,830,12101,640,63,929,12104,1920,215
1606955864,830,12091,640,63,930,12093,1920,215
1606955866,821,12107,680,67,931,12110,1920,215
1606955868,845,12094,640,65,925,12097,1960,219
1606955870,832,12097,640,64,928,12100,1920,215
1606955872,828,12091,640,63,927,12094,1920,215
1606955874,838,12104,640,64,927,12107,1920,215
1606955876,829,12098,640,63,930,12102,1920,215
1606955878,842,12099,640,64,928,12102,1920,215
1606955880,847,12085,640,65,926,12088,1920,214
1606955882,817,12091,680,66,925,12094,1920,214
1606955884,844,12081,640,64,925,12085,1920,214
1606955886,833,12087,640,64,925,12090,1920,214
1606955888,828,12086,640,63,923,12089,1920,214
1606955890,840,12092,640,64,924,12096,1920,214
1606955892,832,12092,640,64,924,12095,1920,214
1606955894,845,12109,640,65,927,12112,1920,215
1606955896,842,12101,640,64,928,12104,1920,215
1606955898,813,12088,680,66,923,12091,1920,214
1606955900,848,12090,600,61,924,12093,1920,214
1606955902,821,12083,640,63,923,12086,1920,214
1606955904,829,12091,640,63,923,12094,1920,214
1606955906,825,12087,640,63,923,12090,1920,214
1606955908,852,12098,600,61,924,12101,1920,214
1606955910,836,12085,640,64,924,12090,1920,214
1606955912,844,12103,640,64,930,12106,1920,215
1606955914,844,12084,640,64,923,12087,1920,214
1606955916,838,12086,640,64,924,12089,1920,214
1606955918,834,12081,640,64,922,12084,1920,213
1606955920,839,12087,640,64,925,12090,1920,214
1606955922,846,12092,640,65,923,12096,1920,214
1606955924,831,12094,640,63,926,12097,1920,214
1606955926,837,12089,640,64,921,12093,1920,213
1606955928,837,12092,640,64,923,12095,1920,214
1606955930,832,12085,640,64,932,12089,1920,216
1606955932,831,12097,640,63,922,12100,1920,213
1606955934,844,12087,600,60,932,12090,1920,216
1606955936,844,12099,640,64,932,12102,1920,216
1606955938,843,12098,600,60,922,12101,1920,213
1606955940,835,12092,640,64,933,12096,1920,216
1606955942,849,12081,600,61,931,12084,1920,215
1606955944,839,12092,640,64,921,12095,1920,213
1606955946,843,12079,640,64,930,12083,1920,214
1606955948,825,12093,640,63,930,12096,1920,215
1606955950,831,12086,640,63,930,12089,1920,215
1606955952,837,12091,640,64,930,12094,1920,215
1606955954,845,12085,600,60,929,12088,1920,215
1606955956,837,12090,640,64,931,12093,1920,215
1606955958,834,12084,640,64,922,12087,1920,213
1606955960,823,12083,640,63,922,12086,1920,213
1606955962,844,12077,600,60,932,12081,1920,215
1606955964,847,12089,600,60,931,12092,1920,215
1606955966,836,12075,600,60,920,12078,1920,212
1606955968,833,12090,600,59,922,12093,1920,213
1606955970,847,12076,600,60,922,12079,1920,212
1606955972,831,12089,600,59,932,12092,1920,216
1606955974,829,12074,640,63,930,12077,1920,214
1606955976,832,12099,640,64,922,12102,1920,213
1606955978,828,12083,640,63,932,12086,1920,216
1606955980,854,12091,600,61,932,12095,1920,216
1606955988,817,12095,640,62,930,12098,1920,215
1606955990,835,12081,640,64,928,12084,1920,215
1606955992,837,12081,640,64,929,12084,1920,215
1606955994,834,12070,640,64,930,12073,1920,214
1606955996,838,12084,640,64,931,12087,1920,215
1606955998,840,12077,640,64,929,12080,1920,214
1606956000,830,12075,640,63,929,12078,1920,214
1606956002,837,12079,640,64,929,12083,1920,214
1606956004,832,12074,640,64,927,12078,1920,214
1606956006,835,12085,640,64,929,12089,1920,215
1606956008,829,12079,640,63,929,12082,1920,214
1606956010,837,12085,640,64,927,12088,1920,215
1606956012,835,12087,640,64,930,12090,1920,215
1606956014,844,12090,600,60,929,12094,1920,215
1606956016,822,12080,640,63,929,12083,1920,214
1606956018,819,12091,640,63,928,12094,1920,215
1606956020,830,12074,640,63,928,12077,1920,214
1606956022,833,12077,640,64,929,12080,1920,214
1606956024,820,12069,640,63,925,12072,1920,213
1606956026,813,12074,640,62,928,12078,1920,214
1606956028,823,12068,640,63,926,12071,1920,213
1606956030,820,12085,640,63,928,12088,1920,215
1606956032,825,12086,640,63,927,12090,1920,215
1606956034,803,12090,680,65,927,12093,1920,215
1606956036,825,12079,640,63,926,12082,1920,213
1606956038,830,12101,640,63,929,12105,1920,215
1606956040,833,12091,640,64,928,12094,1920,215
1606956042,832,12098,640,64,929,12101,1920,215
1606956044,832,12086,640,64,926,12090,1920,214
1606956046,822,12101,640,63,928,12104,1920,215
1606956048,808,12091,640,62,926,12095,1920,214
1606956050,807,12099,640,62,927,12102,1920,215
1606956052,817,12090,640,62,925,12094,1920,214
1606956054,815,12102,640,62,926,12105,1920,214
1606956056,827,12093,600,59,926,12096,1920,214
1606956058,831,12093,600,59,931,12096,1880,211
1606956060,834,12074,600,60,924,12077,1920,213
1606956062,813,12083,640,62,925,12087,1920,214
1606956064,838,12072,600,60,924,12075,1920,213
1606956066,813,12082,640,62,926,12085,1920,214
1606956068,816,12074,640,62,923,12078,1920,213
1606956070,821,12076,640,63,929,12079,1880,210
1606956072,821,12070,640,63,923,12073,1920,213
1606956074,817,12085,640,62,926,12088,1920,214
1606956076,833,12074,600,59,927,12077,1920,214
1606956078,836,12080,600,60,925,12083,1920,213
1606956080,827,12066,600,59,925,12069,1920,213
1606956082,827,12081,600,59,925,12085,1920,214
1606956084,809,12073,640,62,926,12076,1920,213
1606956086,824,12078,640,63,925,12081,1920,213
1606956088,820,12074,640,63,925,12077,1920,213
1606956090,823,12082,600,59,930,12086,1880,211
1606956092,826,12072,600,59,929,12076,1880,210
1606956094,836,12083,600,60,930,12087,1880,211
1606956096,816,12074,640,62,927,12077,1920,214
1606956104,813,12079,640,62,925,12082,1920,213
1606956106,817,12067,640,62,925,12071,1920,213
1606956108,807,12083,640,62,928,12086,1920,215
1606956110,820,12074,640,63,926,12077,1920,213
1606956112,820,12087,640,63,929,12090,1920,215
1606956114,841,12072,600,60,925,12075,1920,213
1606956116,809,12076,640,62,926,12079,1920,213
1606956118,820,12076,640,63,923,12079,1920,213
1606956122,816,12086,640,62,929,12089,1880,210
1606956124,816,12084,640,62,930,12087,1880,211
1606956126,824,12071,640,63,923,12074,1920,213
1606956128,824,12086,640,63,924,12089,1920,214
1606956130,821,12068,640,63,924,12071,1920,213
1606956132,821,12075,640,63,929,12078,1880,210
1606956134,815,12063,640,62,932,12066,1880,210
1606956136,820,12073,640,63,927,12076,1880,210
1606956138,817,12038,640,62,933,12042,1880,210
1606956140,817,12025,640,62,930,12029,1920,213
1606956148,829,12037,640,63,924,12040,1920,213
1606956150,816,12032,600,58,921,12035,1920,212
1606956152,828,12039,600,59,921,12042,1920,212
1606956154,838,12028,600,60,923,12031,1920,212
1606956156,822,12037,600,59,934,12040,1880,211
1606956158,829,12023,600,59,928,12026,1920,213
1606956160,835,12030,600,60,922,12033,1920,212
1606956162,817,12022,640,62,926,12025,1920,212
1606956164,836,12026,640,63,921,12030,1920,211
1606956166,839,12018,640,63,928,12021,1920,213
1606956168,816,12037,640,62,922,12041,1920,212
1606956170,842,12024,640,63,929,12028,1920,213
1606956172,840,12030,600,60,921,12033,1920,212
1606956174,834,12021,640,63,927,12024,1920,213
1606956176,829,12031,600,59,920,12035,1920,212
1606956178,830,12022,640,63,926,12026,1920,212
1606956180,838,12028,600,60,921,12032,1920,212
1606956182,829,12023,600,59,931,12026,1880,210
1606956184,822,12031,600,59,921,12034,1920,212
1606956186,826,12023,600,59,932,12026,1880,210
1606956188,820,12030,600,59,921,12033,1920,212
1606956190,825,12025,600,59,927,12028,1920,213
1606956198,817,12057,640,62,932,12061,1880,210
1606956200,831,12072,600,59,927,12075,1880,210
1606956202,807,12065,640,62,932,12068,1880,210
1606956204,819,12072,600,58,925,12075,1880,209
1606956206,833,12061,600,59,931,12064,1880,210
1606956208,826,12071,600,59,923,12075,1880,209
1606956210,836,12074,600,60,926,12077,1880,210
1606956212,811,12068,640,62,932,12071,1880,210
1606956214,822,12086,600,59,929,12090,1880,210
1606956222,807,12109,640,62,925,12112,1920,214
1606956224,812,12087,640,62,925,12090,1880,209
1606956226,820,12076,600,59,926,12079,1880,210
1606956228,803,12091,640,61,928,12094,1880,210
1606956230,825,12100,640,63,929,12103,1880,210
1606956232,803,12101,640,61,925,12104,1920,214
1606956234,837,12093,600,60,926,12096,1880,210
1606956236,822,12099,600,59,922,12102,1920,213
1606956238,811,12093,640,62,924,12097,1880,209
1606956240,838,12081,600,60,925,12084,1880,209
1606956242,837,12093,600,60,923,12096,1880,209
1606956244,831,12089,600,59,922,12092,1880,209
1606956246,833,12104,600,59,923,12108,1880,209
1606956248,812,12098,640,62,924,12101,1880,209
1606956250,823,12097,600,59,922,12101,1880,209
1606956252,797,12086,640,61,922,12089,1880,209
1606956254,816,12086,640,62,923,12090,1880,209
1606956256,823,12097,600,59,925,12100,1880,209
1606956258,821,12101,640,63,925,12104,1880,209
1606956260,824,12090,640,63,923,12093,1880,209
1606956262,833,12107,600,59,924,12110,1880,209
1606956264,805,12096,640,61,924,12099,1880,209
1606956266,823,12102,600,59,924,12105,1880,209
1606956268,826,12094,600,59,922,12098,1880,209
1606956276,817,12092,640,62,921,12095,1880,209
1606956278,815,12099,600,58,924,12102,1880,209
1606956280,812,12089,680,66,923,12092,1880,209
1606956282,829,12100,680,67,925,12103,1880,209
1606956284,825,12089,680,67,923,12092,1880,209
1606956286,842,12100,640,64,927,12103,1880,210
1606956288,842,12080,640,64,921,12083,1880,209
1606956290,871,12096,1400,147,925,12099,1880,209
1606956292,866,12089,1440,150,923,12092,1880,209
1606956294,859,12094,1440,149,923,12097,1880,209
1606956296,867,12086,1440,150,921,12089,1880,209
1606956298,864,12093,1440,150,921,12096,1880,209
1606956300,865,12086,1440,150,922,12089,1880,209
1606956302,870,12097,1440,151,923,12100,1880,209
1606956304,873,12089,1440,151,924,12093,1880,209
1606956306,870,12089,1440,151,922,12093,1880,209
1606956308,872,12074,1440,150,931,12078,1880,211
1606956310,864,12081,1440,149,920,12084,1880,208
1606956312,865,12084,1440,150,921,12087,1880,209
1606956314,870,12085,1440,151,922,12088,1880,209
1606956316,872,12091,1440,151,920,12094,1880,208
1606956318,869,12091,1440,151,920,12094,1880,208
1606956320,872,12085,1440,151,923,12088,1880,209
1606956322,863,12081,1440,149,920,12084,1880,208
1606956324,867,12097,1440,150,932,12100,1880,211
1606956326,878,12086,1400,148,931,12089,1880,211
1606956328,865,12099,1440,150,932,12102,1880,211
1606956330,866,12090,1440,150,932,12093,1880,211
1606956332,880,12103,1440,153,932,12106,1880,211
1606956334,876,12088,1440,152,919,12091,1880,208
1606956336,872,12090,1440,151,930,12093,1880,211
1606956338,878,12075,1440,151,918,12079,1880,208
1606956340,877,12101,1440,152,922,12104,1880,209
1606956342,871,12101,1440,151,932,12104,1880,211
1606956344,873,12112,1440,151,926,12115,1880,210
1606956346,869,12101,1480,155,930,12104,1880,211
1606956348,870,12095,1480,155,932,12099,1880,211
1606956350,870,12094,1480,154,922,12097,1880,209
1606956352,883,12104,1480,158,932,12107,1880,211
1606956354,875,12090,1440,152,930,12093,1880,211
1606956356,868,12101,1480,155,931,12104,1880,211
1606956358,875,12097,1440,152,929,12100,1880,210
1606956360,877,12114,1440,152,921,12117,1880,209
1606956362,878,12097,1440,152,929,12100,1880,210
1606956364,876,12113,1440,152,923,12116,1880,209
1606956366,875,12106,1440,152,932,12109,1880,211
1606956368,871,12109,1440,151,930,12112,1880,211
1606956370,869,12100,1440,151,930,12103,1880,211
1606956372,872,12116,1440,151,924,12119,1880,209
1606956374,880,12102,1400,148,927,12105,1880,210
1606956376,873,12114,1440,151,926,12118,1880,210
1606956378,875,12099,1440,152,928,12102,1880,210
1606956380,872,12111,1440,151,923,12114,1880,209
1606956382,876,12105,1440,152,927,12108,1880,210
1606956384,875,12112,1440,152,923,12115,1880,209
1606956386,866,12106,1440,150,931,12109,1880,211
1606956388,870,12109,1440,151,931,12112,1880,211
1606956390,873,12113,1440,151,927,12116,1880,210
1606956392,875,12114,1440,152,923,12117,1880,209
1606956394,875,12109,1440,152,930,12113,1880,211
1606956396,871,12123,1440,151,927,12126,1880,210
1606956398,872,12113,1440,151,926,12117,1880,210
1606956400,870,12128,1440,151,928,12131,1880,211
1606956402,870,12108,1440,151,931,12111,1880,211
1606956404,869,12115,1440,151,925,12118,1880,209
1606956406,871,12111,1440,151,922,12114,1880,209
1606956408,876,12116,1440,152,923,12120,1880,209
1606956410,875,12101,1440,152,929,12104,1880,210
1606956412,879,12112,1400,148,922,12115,1880,209
1606956414,868,12114,1440,151,923,12117,1880,209
1606956416,876,12102,1400,148,930,12105,1880,211
1606956418,873,12113,1400,147,923,12117,1880,209
1606956420,879,12104,1400,148,929,12107,1880,210
1606956428,873,12098,1440,151,932,12101,1880,211
1606956430,872,12092,1440,151,930,12095,1880,211
1606956432,870,12068,1400,146,929,12071,1880,209
1606956434,877,12056,1400,147,929,12059,1880,209
1606956436,868,12055,1400,145,931,12058,1880,210
1606956438,872,12058,1400,146,928,12061,1880,209
1606956440,879,12050,1440,152,931,12053,1880,210
1606956442,879,12061,1440,152,932,12064,1880,210
1606956444,868,12051,1440,150,930,12054,1880,210
1606956446,867,12062,1440,149,931,12065,1880,210
1606956448,875,12045,1400,147,930,12049,1880,210
1606956450,882,12107,1400,149,931,12110,1880,211
1606956452,872,12098,1440,151,931,12101,1880,211
1606956454,866,12107,1440,150,930,12110,1880,211
1606956456,881,12102,1400,148,930,12105,1880,211
1606956458,873,12109,1440,151,932,12112,1880,211
1606956460,875,12097,1440,152,931,12100,1880,211
1606956462,875,12104,1440,152,930,12107,1880,211
1606956464,869,12101,1440,151,929,12104,1880,210
1606956466,872,12107,1440,151,932,12111,1880,211
1606956468,878,12108,1440,152,929,12110,1880,210
1606956470,875,12116,1440,152,924,12119,1880,209
1606956472,873,12106,1440,151,929,12109,1880,210
1606956474,873,12106,1440,151,929,12109,1880,210
1606956476,876,12098,1400,148,926,12101,1880,210
1606956478,879,12106,1400,148,930,12109,1880,211
1606956480,876,12091,1440,152,929,12094,1880,210
1606956482,871,12102,1440,151,929,12105,1880,210
1606956484,870,12083,1440,150,926,12086,1880,210
1606956486,882,12092,1400,149,931,12095,1880,211
1606956488,866,12085,1440,150,931,12088,1880,211
1606956490,872,12098,1440,151,931,12101,1880,211
1606956492,874,12086,1440,152,930,12089,1880,211
1606956494,947,12105,8400,962,934,12108,1880,212
1606956496,491,12074,5840,346,931,12077,1880,211
1606956498,488,12088,5840,344,933,12092,1880,211
1606956500,484,12079,5840,341,930,12082,1880,211
1606956502,484,12084,5840,341,927,12087,1880,210
1606956504,484,12076,5840,341,928,12079,1880,210
1606956506,482,12088,5840,339,928,12091,1880,210
1606956508,481,12078,5840,339,927,12081,1880,210
1606956510,481,12086,5840,339,927,12090,1880,210
1606956512,480,12078,5840,338,927,12081,1880,210
1606956514,862,12100,9840,1025,931,12103,1880,211
1606956522,479,12096,5840,338,927,12099,1880,210
1606956524,477,12092,5840,336,929,12095,1880,210
1606956526,474,12088,5840,334,931,12091,1880,211
1606956528,474,12094,5840,334,927,12097,1880,210
1606956530,473,12084,5800,331,927,12087,1880,210
1606956532,475,12089,5840,334,930,12092,1880,211
1606956534,475,12091,5840,335,927,12094,1880,210
1606956536,471,12109,5840,332,932,12112,1880,211
1606956538,471,12096,5840,332,927,12099,1880,210
1606956540,475,12103,5840,335,929,12106,1880,210
1606956542,473,12090,5840,333,927,12093,1880,210
1606956544,472,12104,5840,333,927,12107,1880,210
1606956546,475,12089,5840,334,927,12092,1880,210
1606956548,471,12092,5840,332,927,12095,1880,210
1606956550,474,12091,5800,332,928,12094,1880,210
1606956552,474,12100,5840,334,928,12103,1880,210
1606956554,475,12089,5840,334,927,12092,1880,210
1606956556,475,12111,5840,335,925,12114,1880,209
1606956558,472,12090,5840,333,927,12093,1880,210
1606956560,473,12102,5840,333,929,12105,1880,210
1606956562,474,12080,5800,331,927,12083,1880,210
1606956564,553,12093,2920,195,927,12096,1880,210
1606956566,879,12094,1440,152,927,12097,1880,210
1606956574,475,12082,5800,332,926,12085,1880,210
1606956576,477,12112,5840,337,922,12115,1880,209
1606956578,476,12084,5800,333,927,12087,1880,210
1606956580,848,12104,1480,151,929,12107,1880,210
1606956582,875,12103,1440,152,927,12106,1880,210
1606956584,884,12111,1440,153,920,12115,1880,208
1606956586,879,12099,1440,152,926,12102,1880,210
1606956588,879,12109,1440,152,930,12112,1880,211
1606956590,881,12098,1440,153,927,12101,1880,210
1606956592,872,12116,1400,147,922,12120,1880,209
1606956594,877,12098,1400,148,927,12101,1880,210
1606956596,876,12112,1440,152,921,12116,1880,209
1606956598,875,12095,1440,152,926,12098,1880,210
1606956600,874,12105,1440,152,924,12108,1880,209
1606956602,883,12087,1400,149,924,12090,1880,209
1606956604,878,12097,1440,152,926,12100,1880,210
1606956606,872,12092,1440,151,929,12095,1880,210
1606956608,884,12102,1400,149,928,12105,1880,210
1606956610,871,12088,1400,147,925,12091,1880,209
1606956612,880,12098,1400,148,927,12102,1880,210
1606956620,875,12086,1400,147,926,12090,1880,210
1606956622,871,12093,1400,147,923,12097,1880,209
1606956624,872,12082,1400,147,924,12085,1880,209
1606956632,884,12074,1400,149,926,12077,1880,210
1606956634,878,12084,1440,152,928,12088,1880,210
1606956636,875,12083,1440,151,916,12086,1880,207
1606956638,882,12081,1400,149,927,12084,1880,210
1606956640,876,12076,1440,151,925,12079,1880,209
1606956642,877,12082,1400,148,925,12086,1880,209
1606956644,871,12083,1400,147,926,12087,1880,210
1606956646,886,12088,1400,149,927,12091,1880,210
1606956648,877,12083,1400,148,924,12086,1880,209
1606956650,866,12087,1880,196,925,12091,1880,209
1606956652,887,12075,1720,183,923,12078,1880,209
1606956654,880,12078,1480,156,924,12081,1880,209
1606956656,880,12084,1440,153,926,12087,1880,210
1606956658,884,12090,1440,153,926,12093,1880,210
1606956660,877,12069,1440,151,925,12072,1880,209
1606956662,885,12077,1440,153,927,12080,1880,210
1606956664,880,12066,1440,152,927,12069,1880,209
1606956666,885,12075,1440,153,927,12078,1880,210
1606956668,889,12062,1440,153,925,12065,1880,209
1606956670,891,12075,1440,154,927,12078,1880,210
1606956672,876,12072,1480,155,916,12075,1880,207
1606956674,877,12079,1480,156,917,12082,1880,208
1606956676,890,12060,1440,153,926,12063,1880,209
1606956678,891,12064,1440,154,925,12068,1880,209
1606956680,888,12051,1440,153,924,12054,1880,208
1606956682,879,12068,1440,152,924,12071,1880,208
1606956684,879,12060,1440,152,924,12064,1880,208
1606956686,885,12075,1440,153,925,12079,1880,209
1606956688,879,12069,1440,152,924,12072,1880,208
1606956690,890,12073,1440,153,924,12076,1880,209
1606956692,875,12066,1480,155,925,12069,1880,209
1606956694,877,12074,1480,156,926,12077,1880,210
1606956696,884,12072,1440,152,926,12075,1880,210
1606956698,889,12064,1440,153,924,12067,1880,208
1606956700,884,12062,1480,157,923,12065,1880,208
1606956702,889,12070,1440,153,925,12074,1880,209
1606956704,881,12065,1440,152,927,12068,1880,209
1606956706,880,12068,1440,152,924,12071,1880,208
1606956708,892,12058,1440,154,922,12061,1880,208
1606956710,889,12068,1440,153,926,12071,1880,209
1606956712,884,12051,1440,152,924,12054,1880,208
1606956714,881,12070,1440,152,922,12073,1880,208
1606956716,882,12060,1440,152,923,12063,1880,208
1606956718,879,12066,1440,152,927,12069,1880,209
1606956720,889,12068,1440,153,927,12071,1880,209
1606956722,873,12063,1440,151,920,12066,1880,207
1606956724,886,12058,1440,153,925,12061,1880,209
1606956726,883,12052,1440,152,924,12055,1880,208
1606956728,887,12060,1440,153,926,12063,1880,209
1606956730,877,12052,1440,151,924,12055,1880,208
1606956732,888,12058,1400,149,922,12062,1880,208
1606956734,877,12045,1440,151,923,12048,1880,208
1606956736,881,12063,1440,152,925,12066,1880,209
1606956738,886,12054,1440,153,922,12057,1880,208
1606956740,890,12053,1440,153,923,12056,1880,208
1606956742,887,12049,1440,153,925,12052,1880,209
1606956744,890,12062,1440,153,926,12066,1880,209
1606956746,894,12057,1440,154,923,12060,1880,208
1606956748,894,12057,1440,154,926,12060,1880,209
1606956750,886,12051,1440,153,923,12054,1880,208
1606956752,884,12061,1440,152,923,12064,1880,208
1606956754,889,12053,1440,153,925,12056,1880,209
1606956756,889,12068,1440,153,926,12071,1880,209
