ts,apf,avoltage,acurrent,awattage,bpf,bvoltage,bcurrent,bwattage
1606943024,856,12184,1200,124,910,12187,1400,154
1606943026,855,12180,1200,124,910,12183,1400,154
1606943028,858,12221,1200,125,920,12224,1400,157
1606943030,856,12186,1200,124,915,12189,1400,155
1606943032,857,12197,1200,125,915,12200,1400,155
1606943034,856,12190,1200,124,914,12193,1400,155
1606943036,855,12193,1200,124,916,12196,1400,155
1606943038,855,12181,1200,124,913,12184,1400,155
1606943040,856,12191,1200,124,913,12194,1400,155
1606943042,854,12182,1200,124,912,12185,1400,155
1606943044,855,12187,1200,124,911,12190,1400,154
1606943046,854,12181,1200,124,913,12184,1400,155
1606943048,855,12190,1200,124,914,12193,1400,155
1606943050,854,12184,1160,120,912,12187,1400,155
1606943052,846,12194,1160,119,915,12198,1400,155
1606943054,844,12187,1160,119,915,12190,1400,155
1606943056,845,12194,1160,119,918,12197,1400,156
1606943058,844,12189,1160,119,914,12192,1400,155
1606943060,847,12203,1160,119,917,12206,1400,155
1606943062,844,12190,1160,119,918,12193,1400,156
1606943064,845,12195,1160,119,918,12198,1400,156
1606943066,844,12186,1160,119,917,12189,1400,155
1606943068,845,12191,1160,119,916,12194,1400,155
1606943070,843,12179,1160,118,923,12182,1400,156
1606943072,845,12196,1160,119,924,12199,1400,157
1606943074,846,12187,1160,119,914,12190,1400,155
1606943076,845,12198,1160,119,920,12201,1400,156
1606943084,845,12193,1160,119,923,12196,1400,156
1606943086,845,12185,1160,119,914,12188,1400,155
1606943088,845,12192,1160,119,920,12196,1400,156
1606943090,846,12185,1160,119,915,12188,1400,155
1606943092,847,12193,1160,119,914,12196,1400,155
1606943094,844,12180,1160,119,918,12183,1400,156
1606943096,845,12190,1160,119,913,12193,1400,155
1606943098,843,12169,1160,118,910,12172,1400,154
1606943100,844,12173,1160,119,917,12176,1400,155
1606943102,846,12185,1160,119,911,12188,1400,154
1606943104,844,12190,1160,119,910,12193,1400,154
1606943106,845,12194,1160,119,912,12197,1400,155
1606943108,845,12186,1160,119,922,12189,1360,152
1606943110,848,12204,1160,119,914,12207,1400,155
1606943112,845,12197,1160,119,905,12200,1400,153
1606943114,848,12203,1160,119,917,12206,1360,152
1606943116,846,12192,1160,119,913,12195,1360,150
1606943118,848,12202,1160,119,913,12206,1360,151
1606943120,847,12197,1160,119,913,12201,1360,150
1606943122,849,12218,1160,119,911,12221,1360,151
1606943124,847,12205,1160,119,909,12208,1360,150
1606943126,846,12205,1160,119,910,12208,1360,151
1606943128,845,12196,1160,119,906,12199,1360,149
1606943130,848,12209,1160,119,909,12213,1360,150
1606943132,848,12202,1160,119,904,12205,1360,149
1606943134,848,12214,1160,119,904,12217,1360,150
1606943136,847,12209,1160,119,916,12212,1320,147
1606943138,849,12217,1160,119,917,12220,1320,147
1606943140,848,12214,1160,119,916,12217,1320,147
1606943142,850,12228,1160,119,908,12231,1320,146
1606943144,848,12211,1160,119,913,12214,1320,146
1606943146,850,12218,1160,119,912,12221,1320,146
1606943148,846,12201,1160,119,911,12204,1320,146
1606943150,850,12211,1160,119,909,12214,1320,146
1606943152,849,12214,1160,119,907,12217,1320,146
1606943154,851,12227,1160,119,902,12230,1320,145
1606943156,851,12219,1160,119,907,12222,1320,146
1606943158,850,12231,1160,119,901,12234,1360,149
1606943160,850,12226,1160,119,896,12229,1320,144
1606943162,851,12236,1160,119,896,12240,1320,144
1606943164,850,12224,1160,119,894,12227,1320,143
1606943166,851,12228,1160,119,894,12231,1320,143
1606943168,848,12217,1160,119,910,12220,1320,146
1606943170,851,12232,1160,119,912,12235,1320,146
1606943172,849,12219,1160,119,901,12222,1320,145
1606943174,851,12233,1160,119,907,12236,1320,146
1606943176,851,12223,1160,119,909,12226,1320,146
1606943178,850,12230,1160,119,906,12233,1320,145
1606943180,844,12226,1160,119,910,12229,1320,146
1606943182,858,12243,1160,121,906,12246,1320,145
1606943184,857,12223,1160,120,905,12226,1320,145
1606943186,857,12234,1160,120,904,12237,1320,145
1606943188,844,12221,1160,119,903,12224,1320,145
1606943190,853,12238,1160,120,904,12241,1320,145
1606943192,851,12225,1160,119,901,12228,1320,145
1606943194,854,12241,1160,120,899,12244,1320,144
1606943196,856,12231,1160,120,901,12234,1320,145
1606943198,858,12241,1160,120,899,12244,1320,144
1606943200,860,12245,1160,122,893,12248,1320,143
1606943202,859,12238,1160,121,897,12241,1320,144
1606943204,860,12250,1160,122,904,12253,1320,145
1606943206,853,12237,1160,120,899,12241,1320,144
1606943208,853,12235,1160,120,898,12238,1320,144
1606943210,853,12235,1160,120,894,12238,1320,143
1606943212,854,12248,1160,121,897,12251,1320,144
1606943214,853,12233,1160,120,892,12236,1320,143
1606943216,853,12245,1160,121,897,12248,1320,144
1606943218,853,12235,1160,120,893,12238,1320,143
1606943220,856,12248,1160,121,900,12251,1320,144
1606943222,854,12239,1160,120,901,12242,1280,140
1606943224,854,12249,1160,121,896,12252,1320,144
1606943226,853,12231,1160,120,898,12234,1280,140
1606943228,853,12246,1160,121,892,12249,1320,143
1606943230,852,12237,1160,120,894,12240,1320,143
1606943232,853,12246,1160,121,892,12250,1320,143
1606943234,852,12229,1160,120,899,12233,1280,140
1606943242,852,12231,1160,120,891,12234,1320,143
1606943244,852,12235,1160,120,892,12239,1320,143
1606943246,851,12228,1160,119,889,12231,1320,143
1606943254,852,12244,1160,120,894,12247,1320,143
1606943256,853,12248,1160,121,889,12251,1320,143
1606943258,853,12233,1160,120,896,12236,1280,139
1606943260,851,12243,1160,120,898,12247,1280,140
1606943262,851,12237,1160,119,897,12240,1280,139
1606943264,852,12244,1160,120,893,12247,1280,139
1606943266,852,12233,1160,120,893,12236,1280,139
1606943268,853,12241,1160,120,893,12245,1280,139
1606943270,851,12232,1160,119,893,12235,1280,139
1606943272,852,12242,1160,120,893,12245,1280,139
1606943274,856,12226,1160,120,895,12229,1280,139
1606943276,851,12237,1160,119,891,12240,1280,138
1606943278,850,12228,1160,119,892,12231,1280,139
1606943280,853,12250,1160,121,890,12253,1280,138
1606943282,853,12241,1160,120,889,12245,1280,138
1606943284,855,12260,1160,121,889,12263,1280,138
1606943286,853,12251,1160,121,891,12254,1280,138
1606943288,853,12263,1160,121,887,12266,1280,139
1606943290,854,12258,1160,121,888,12261,1280,138
1606943292,854,12263,1160,121,883,12266,1280,138
1606943294,855,12257,1160,121,886,12260,1280,138
1606943302,854,12259,1160,121,885,12262,1280,138
1606943304,857,12267,1160,121,884,12270,1280,138
1606943306,855,12267,1160,121,887,12270,1280,139
1606943308,856,12269,1160,121,883,12272,1280,138
1606943310,857,12270,1160,121,887,12273,1280,139
1606943318,855,12257,1160,121,882,12260,1280,137
1606943320,853,12246,1160,121,878,12249,1280,136
1606943322,854,12253,1160,121,880,12256,1280,137
1606943324,853,12247,1160,121,896,12251,1280,139
1606943326,854,12255,1160,121,879,12258,1280,137
1606943328,853,12250,1160,121,894,12253,1280,139
1606943330,854,12265,1160,121,899,12268,1280,141
1606943332,855,12258,1160,121,894,12261,1280,139
1606943334,853,12266,1160,121,897,12269,1280,140
1606943336,854,12253,1160,121,892,12256,1280,139
1606943338,855,12258,1160,121,892,12261,1280,139
1606943340,852,12240,1160,120,894,12243,1280,139
1606943342,854,12259,1160,121,893,12262,1280,139
1606943344,852,12242,1160,120,896,12245,1280,139
1606943346,854,12249,1160,121,894,12252,1280,139
1606943348,855,12244,1160,121,890,12248,1280,138
1606943350,853,12252,1160,121,892,12255,1280,139
1606943352,853,12244,1160,121,897,12247,1280,139
1606943354,854,12255,1160,121,892,12259,1280,139
1606943356,852,12238,1160,120,892,12241,1280,139
1606943364,856,12240,1160,120,889,12243,1280,138
1606943366,855,12245,1160,121,893,12248,1280,139
1606943368,853,12245,1160,121,892,12248,1280,139
1606943370,853,12245,1160,121,893,12248,1280,139
1606943372,853,12233,1160,120,891,12236,1280,138
1606943374,851,12247,1160,120,891,12250,1280,138
1606943376,852,12235,1160,120,889,12238,1280,138
1606943378,852,12249,1160,120,889,12252,1280,138
1606943380,853,12236,1160,120,890,12239,1280,138
1606943382,853,12245,1160,121,887,12248,1280,138
1606943384,851,12230,1160,119,894,12233,1280,139
1606943386,851,12232,1160,119,886,12235,1280,138
1606943388,852,12227,1160,120,888,12230,1280,138
1606943390,852,12235,1160,120,886,12238,1280,138
1606943392,851,12232,1160,119,890,12235,1280,138
1606943394,859,12255,1160,121,888,12258,1280,138
1606943396,852,12239,1160,120,884,12242,1280,137
1606943398,852,12248,1160,120,889,12251,1280,138
1606943400,853,12234,1160,120,893,12237,1280,139
1606943402,853,12242,1160,121,884,12245,1280,137
1606943404,851,12232,1160,119,886,12235,1280,138
1606943406,853,12248,1160,121,884,12251,1280,137
1606943408,853,12243,1160,121,887,12246,1280,138
1606943410,852,12242,1160,120,884,12245,1280,137
1606943418,852,12236,1160,120,882,12239,1280,137
1606943420,852,12242,1160,120,885,12245,1280,138
1606943422,851,12237,1160,119,889,12240,1240,134
1606943424,852,12243,1160,120,884,12246,1280,137
1606943426,853,12237,1160,120,881,12240,1280,137
1606943428,853,12257,1160,121,885,12260,1280,138
1606943430,853,12241,1160,120,880,12244,1280,137
1606943432,854,12258,1160,121,887,12261,1240,134
1606943434,853,12248,1160,121,887,12251,1240,133
1606943436,853,12255,1160,121,890,12258,1240,134
1606943438,853,12241,1160,120,886,12244,1240,133
1606943440,853,12245,1160,121,880,12248,1280,137
1606943442,851,12234,1160,119,887,12237,1240,133
1606943444,851,12244,1160,120,884,12247,1240,133
1606943446,851,12232,1160,119,882,12235,1240,133
1606943448,851,12244,1160,120,884,12247,1240,133
1606943450,851,12238,1160,119,888,12241,1240,134
1606943452,852,12242,1160,120,886,12245,1240,133
1606943454,851,12222,1160,119,879,12225,1280,137
1606943456,856,12236,1160,120,887,12239,1240,133
1606943458,853,12224,1160,120,881,12227,1280,137
1606943460,855,12235,1160,120,888,12238,1240,134
1606943462,851,12227,1160,119,883,12230,1240,133
1606943464,849,12231,1160,119,878,12234,1280,136
1606943466,851,12226,1160,119,878,12229,1280,136
1606943468,851,12235,1160,119,887,12238,1240,133
1606943470,849,12224,1160,119,885,12227,1240,133
1606943472,852,12233,1160,120,884,12236,1240,133
1606943474,850,12224,1160,119,885,12227,1240,133
1606943476,851,12237,1160,119,884,12240,1240,133
1606943478,851,12237,1160,119,878,12240,1280,136
1606943480,853,12250,1160,121,885,12253,1240,133
1606943482,853,12242,1160,121,887,12245,1240,133
1606943484,853,12248,1160,121,885,12251,1240,133
1606943486,852,12236,1160,120,885,12239,1240,133
1606943488,853,12249,1160,121,886,12252,1240,133
1606943490,853,12246,1160,121,887,12249,1240,133
1606943492,854,12257,1160,121,884,12260,1240,134
1606943494,853,12248,1160,121,887,12251,1240,133
1606943496,854,12258,1160,121,885,12261,1240,134
1606943498,854,12251,1160,121,887,12254,1240,133
1606943500,855,12264,1160,121,884,12267,1240,134
1606943502,854,12256,1160,121,878,12259,1280,136
1606943504,855,12267,1160,121,880,12270,1280,138
1606943506,853,12252,1160,121,884,12255,1240,133
1606943508,853,12264,1160,121,879,12267,1240,133
1606943510,854,12258,1160,121,884,12260,1240,134
1606943512,855,12259,1160,121,882,12262,1240,134
1606943514,855,12268,1160,121,887,12271,1240,134
1606943516,854,12258,1160,121,882,12261,1240,134
1606943518,856,12259,1160,121,882,12261,1240,134
1606943520,856,12257,1160,121,882,12260,1240,134
1606943522,856,12264,1160,121,886,12267,1240,134
1606943524,853,12245,1160,121,880,12248,1240,132
1606943526,854,12268,1160,121,884,12271,1240,134
1606943528,853,12254,1160,121,881,12257,1240,133
1606943530,856,12270,1160,121,884,12273,1240,134
1606943532,855,12262,1160,121,879,12265,1240,133
1606943534,854,12265,1160,121,882,12268,1240,134
1606943536,854,12253,1160,121,880,12256,1240,132
1606943538,853,12259,1160,121,878,12262,1240,133
1606943540,853,12247,1160,121,876,12250,1240,132
1606943542,853,12259,1160,121,875,12262,1240,133
1606943544,854,12253,1160,121,879,12256,1240,132
1606943546,853,12259,1160,121,878,12262,1240,133
1606943548,853,12252,1160,121,880,12255,1240,132
1606943550,854,12260,1160,121,879,12263,1240,133
1606943552,853,12251,1160,121,880,12254,1240,132
1606943554,855,12257,1160,121,878,12260,1240,133
1606943556,853,12253,1160,121,880,12256,1240,132
1606943558,856,12260,1160,121,876,12263,1240,133
1606943560,853,12249,1160,121,878,12253,1240,132
1606943562,853,12253,1160,121,876,12256,1240,132
1606943564,852,12246,1160,120,875,12249,1240,132
1606943566,856,12266,1160,121,878,12269,1240,133
1606943568,854,12253,1160,121,876,12256,1240,132
1606943570,855,12256,1160,121,877,12259,1240,133
1606943572,853,12248,1160,121,876,12251,1240,132
1606943574,855,12256,1160,121,875,12259,1240,133
1606943576,853,12253,1160,121,878,12256,1240,132
1606943578,853,12261,1160,121,876,12264,1240,133
1606943580,852,12247,1160,120,876,12250,1240,132
1606943582,853,12253,1160,121,875,12256,1240,132
1606943584,853,12252,1160,121,882,12255,1240,133
1606943586,852,12251,1160,120,875,12254,1240,132
1606943588,853,12251,1160,121,877,12254,1240,132
1606943590,855,12259,1160,121,878,12262,1240,133
1606943592,853,12250,1160,121,880,12253,1240,132
1606943594,853,12260,1160,121,875,12262,1240,133
1606943596,853,12248,1160,121,878,12251,1240,132
1606943598,852,12258,1160,120,878,12261,1240,133
1606943600,854,12251,1160,121,880,12254,1240,132
1606943602,853,12258,1160,121,875,12261,1240,133
1606943604,853,12251,1160,121,878,12254,1240,132
1606943606,854,12265,1160,121,877,12268,1240,133
1606943608,853,12258,1160,121,878,12261,1240,133
1606943610,853,12266,1160,121,875,12269,1240,133
1606943612,853,12258,1160,121,876,12261,1240,133
1606943614,854,12257,1160,121,876,12260,1240,133
1606943616,852,12249,1160,120,876,12252,1240,132
1606943618,854,12254,1160,121,876,12257,1240,132
1606943620,853,12261,1160,121,879,12264,1240,133
1606943622,852,12251,1160,120,873,12254,1240,131
1606943624,853,12261,1160,121,880,12264,1240,133
1606943626,854,12250,1160,121,875,12253,1240,132
1606943628,854,12267,1160,121,876,12270,1240,133
1606943630,854,12258,1160,121,872,12261,1240,132
1606943632,853,12258,1160,121,874,12261,1240,132
1606943634,851,12249,1160,120,876,12252,1240,132
1606943636,853,12260,1160,121,875,12263,1240,133
1606943638,853,12254,1160,121,872,12257,1240,131
1606943642,854,12262,1160,121,878,12265,1240,133
1606943644,853,12264,1160,121,876,12267,1240,133
1606943646,855,12254,1160,121,874,12257,1240,131
1606943648,853,12262,1160,121,875,12265,1240,133
1606943650,853,12251,1160,121,876,12254,1240,132
1606943652,853,12262,1160,121,872,12265,1240,132
1606943654,851,12251,1160,120,874,12254,1240,131
1606943656,855,12259,1160,121,873,12262,1240,132
1606943658,851,12245,1160,120,876,12248,1240,132
1606943660,853,12260,1160,121,871,12263,1240,132
1606943662,852,12247,1160,120,875,12250,1240,132
1606943664,854,12259,1160,121,874,12262,1240,132
1606943666,853,12246,1160,121,875,12249,1240,132
1606943668,853,12256,1160,121,871,12259,1240,132
1606943670,854,12248,1160,121,871,12251,1240,131
1606943672,853,12254,1160,121,871,12257,1240,131
1606943674,853,12247,1160,121,873,12250,1240,131
1606943676,852,12252,1160,120,890,12255,1240,134
1606943678,854,12246,1160,121,871,12249,1240,131
1606943680,854,12253,1160,121,871,12256,1240,131
1606943682,852,12244,1160,120,871,12247,1240,131
1606943684,852,12251,1160,120,872,12254,1240,131
1606943686,852,12242,1160,120,874,12245,1240,131
1606943688,853,12251,1160,121,870,12254,1240,131
1606943690,852,12239,1160,120,873,12242,1240,131
1606943692,853,12251,1160,121,871,12254,1240,131
1606943694,851,12244,1160,120,873,12248,1240,131
1606943696,852,12251,1160,120,871,12254,1240,131
1606943698,851,12242,1160,120,873,12245,1240,131
1606943700,853,12253,1160,121,887,12256,1240,133
1606943702,851,12242,1160,120,872,12245,1240,131
1606943704,852,12252,1160,120,886,12255,1240,133
1606943710,853,12259,1160,121,876,12263,1240,133
1606943712,854,12262,1160,121,887,12265,1240,134
1606943714,854,12250,1160,121,870,12253,1240,131
1606943716,855,12273,1160,121,880,12276,1240,133
1606943718,853,12250,1160,121,871,12253,1240,131
1606943720,856,12271,1160,121,881,12274,1240,133
1606943722,855,12260,1160,121,877,12263,1240,133
1606943724,854,12271,1160,121,885,12275,1240,134
1606943726,856,12285,1160,121,886,12288,1240,134
1606943728,856,12256,1160,121,871,12259,1240,132
1606943730,853,12258,1160,121,875,12261,1240,133
1606943732,853,12253,1160,121,886,12256,1240,133
1606943734,855,12274,1160,121,875,12277,1240,133
1606943736,854,12250,1160,121,887,12253,1240,133
1606943738,852,12249,1160,120,868,12252,1240,131
1606943740,851,12251,1160,120,884,12254,1240,133
1606943742,853,12256,1160,121,887,12259,1240,134
1606943744,851,12247,1160,120,869,12250,1240,131
1606943746,854,12263,1160,121,877,12284,1240,133
1606943748,845,12287,1160,119,888,12290,1240,134
1606943750,854,12264,1160,121,888,12267,1240,134
1606943752,853,12252,1160,121,869,12255,1240,131
1606943754,858,12267,1160,121,889,12270,1240,135
1606943756,853,12256,1160,121,875,12260,1240,133
1606943758,853,12263,1160,121,870,12266,1240,132
1606943760,851,12242,1160,120,887,12245,1240,133
1606943762,853,12249,1160,121,871,12252,1240,131
1606943764,851,12237,1160,119,870,12240,1240,131
1606943766,856,12248,1160,121,869,12251,1240,131
1606943768,851,12235,1160,119,871,12238,1240,131
1606943770,854,12263,1160,121,872,12266,1240,132
1606943772,852,12246,1160,120,872,12249,1240,131
1606943774,852,12245,1160,120,870,12248,1240,131
1606943776,851,12238,1160,119,885,12241,1240,133
1606943778,853,12256,1160,121,884,12259,1240,134
1606943780,851,12243,1160,120,886,12247,1240,133
1606943782,852,12254,1160,120,887,12257,1240,133
1606943784,851,12246,1160,120,871,12249,1240,131
1606943786,853,12252,1160,121,887,12255,1240,133
1606943788,851,12247,1160,120,870,12250,1240,131
1606943790,854,12262,1160,121,885,12265,1240,134
1606943792,852,12255,1160,120,871,12258,1240,131
1606943794,853,12267,1160,121,885,12270,1240,134
1606943796,856,12249,1160,121,885,12252,1240,133
1606943800,851,12242,1160,120,888,12246,1240,134
1606943802,851,12250,1160,120,884,12253,1240,133
1606943804,850,12235,1160,119,889,12238,1240,134
1606943806,854,12250,1160,121,887,12253,1240,133
1606943808,851,12243,1160,120,889,12246,1240,134
1606943810,851,12249,1160,120,887,12252,1240,133
1606943812,851,12237,1160,119,888,12240,1240,134
1606943814,851,12243,1160,120,887,12246,1240,133
1606943816,852,12238,1160,120,888,12241,1240,134
1606943818,851,12245,1160,120,887,12249,1240,133
1606943820,851,12239,1160,119,891,12243,1240,134
1606943822,852,12247,1160,120,887,12250,1240,133
1606943824,851,12232,1160,119,875,12235,1320,140
1606943826,851,12232,1160,119,875,12235,1320,140
1606943828,853,12265,1160,121,878,12268,1280,137
1606943830,851,12239,1160,119,882,12243,1240,133
1606943832,849,12238,1160,119,882,12242,1240,133
1606943834,848,12224,1160,119,873,12227,1280,136
1606943836,852,12247,1160,120,882,12250,1280,137
1606943838,848,12222,1160,119,883,12226,1240,133
1606943840,848,12230,1160,119,878,12233,1280,136
1606943842,850,12223,1160,119,876,12226,1280,136
1606943844,848,12235,1160,119,884,12238,1280,137
1606943846,848,12222,1160,119,879,12225,1280,137
1606943848,848,12234,1160,119,878,12237,1280,136
1606943850,845,12219,1160,119,882,12222,1280,137
1606943852,850,12234,1160,119,883,12237,1280,137
1606943854,849,12234,1160,119,888,12237,1280,138
1606943856,848,12236,1160,119,883,12240,1280,137
1606943858,849,12227,1160,119,890,12230,1280,138
1606943860,851,12235,1160,119,886,12239,1280,138
1606943862,848,12230,1160,119,888,12233,1280,138
1606943864,849,12238,1160,119,890,12241,1280,138
1606943866,849,12234,1160,119,889,12237,1280,138
1606943868,851,12243,1160,120,893,12246,1280,139
1606943870,849,12236,1160,119,877,12239,1280,136
1606943872,851,12248,1160,120,892,12251,1280,139
1606943874,849,12240,1160,119,894,12243,1280,139
1606943876,851,12251,1160,120,892,12254,1280,139
1606943878,851,12245,1160,120,876,12249,1280,136
1606943880,850,12248,1160,120,892,12251,1280,139
1606943882,849,12238,1160,119,878,12241,1280,136
1606943884,849,12244,1160,120,895,12247,1280,139
1606943886,851,12241,1160,119,878,12244,1280,136
1606943888,850,12252,1160,120,894,12255,1280,139
1606943890,851,12255,1160,120,896,12259,1280,139
1606943892,851,12255,1160,120,896,12259,1280,139
1606943894,851,12251,1160,120,882,12254,1280,137
1606943902,851,12252,1160,120,891,12255,1280,138
1606943904,851,12253,1160,120,884,12256,1280,137
1606943906,850,12240,1160,119,885,12243,1280,138
1606943908,851,12255,1160,120,889,12258,1280,138
1606943910,850,12235,1160,119,886,12238,1280,138
1606943912,856,12250,1160,121,885,12253,1280,138
1606943914,856,12250,1160,121,893,12253,1280,139
1606943916,856,12252,1160,121,885,12255,1280,138
1606943918,859,12247,1160,121,887,12250,1280,138
1606943920,858,12269,1160,121,896,12272,1280,140
1606943922,854,12255,1160,121,886,12258,1280,138
1606943924,854,12260,1160,121,889,12263,1280,138
1606943926,851,12244,1160,120,885,12247,1280,138
1606943928,853,12258,1160,121,889,12262,1280,138
1606943930,852,12257,1160,120,891,12260,1280,138
1606943932,853,12252,1160,121,887,12255,1280,138
1606943934,852,12259,1160,120,890,12262,1280,138
1606943936,851,12251,1160,120,887,12254,1280,138
1606943938,853,12259,1160,121,890,12263,1280,138
1606943946,851,12253,1160,120,891,12256,1280,138
1606943948,853,12277,1160,121,896,12280,1320,145
1606943950,853,12271,1160,121,894,12274,1280,140
1606943952,853,12272,1160,121,890,12276,1320,144
1606943954,853,12272,1160,121,890,12276,1320,144
1606943956,851,12260,1160,120,887,12263,1320,142
1606943958,857,12257,1160,121,884,12260,1280,137
1606943960,853,12243,1160,121,885,12246,1280,138
1606943962,859,12261,1160,121,889,12264,1280,138
1606943964,853,12245,1160,121,887,12248,1280,138
1606943966,853,12259,1160,121,886,12263,1280,138
1606943968,855,12251,1160,121,891,12254,1280,138
1606943970,859,12261,1160,121,889,12264,1280,138
1606943972,834,12246,1560,159,887,12249,1280,138
1606943974,858,12260,1480,155,905,12263,1280,141
1606943976,875,12246,1240,132,891,12249,1280,138
1606943978,853,12255,1200,125,887,12258,1280,138
1606943980,853,12244,1200,124,887,12247,1280,138
1606943982,858,12255,1200,126,885,12258,1280,138
1606943984,854,12251,1200,125,889,12254,1280,138
1606943986,856,12260,1200,125,886,12263,1280,138
1606943988,859,12253,1200,126,885,12256,1280,138
1606943990,858,12257,1200,126,884,12260,1280,137
1606943992,860,12243,1200,125,889,12246,1280,138
1606943994,856,12249,1200,124,885,12252,1280,138
1606943996,853,12242,1200,124,887,12245,1280,138
1606943998,859,12250,1200,126,899,12253,1280,140
1606944000,856,12243,1200,124,884,12246,1280,137
1606944002,858,12259,1200,126,901,12262,1280,140
1606944004,859,12250,1200,126,900,12254,1280,140
1606944006,858,12255,1200,126,899,12258,1280,140
1606944008,857,12280,1200,125,890,12284,1320,144
1606944010,854,12255,1200,125,897,12258,1280,139
1606944012,856,12248,1200,124,898,12251,1280,140
1606944014,855,12273,1200,125,890,12276,1280,139
1606944016,853,12245,1200,124,892,12248,1280,139
1606944018,853,12247,1200,124,894,12250,1280,139
1606944020,853,12248,1200,124,893,12251,1280,139
1606944022,853,12248,1200,124,895,12251,1280,139
1606944024,853,12247,1200,124,892,12250,1280,139
1606944026,855,12255,1200,125,895,12259,1280,139
1606944028,855,12253,1200,125,889,12256,1280,138
1606944030,854,12265,1200,125,894,12268,1280,140
1606944032,856,12254,1200,125,892,12258,1280,139
1606944040,854,12260,1200,125,896,12263,1280,139
1606944042,857,12265,1200,125,892,12268,1280,140
1606944044,855,12268,1200,125,894,12272,1280,140
1606944046,857,12261,1200,125,892,12264,1280,139
1606944048,856,12276,1200,125,894,12279,1280,140
1606944050,855,12263,1200,125,887,12266,1280,139
1606944052,858,12274,1200,126,888,12277,1280,139
1606944054,855,12259,1200,125,891,12262,1280,138
1606944056,856,12266,1200,125,890,12269,1280,139
1606944058,853,12249,1200,124,891,12252,1280,138
1606944060,855,12255,1200,125,890,12258,1280,138
1606944062,853,12246,1200,124,893,12249,1280,139
1606944064,855,12262,1200,125,891,12265,1280,138
1606944066,858,12252,1200,126,889,12255,1280,138
1606944068,859,12263,1200,126,890,12266,1280,139
1606944070,858,12251,1200,126,894,12254,1280,139
1606944072,858,12263,1200,126,888,12266,1280,139
1606944074,853,12252,1200,125,885,12255,1280,138
1606944076,856,12262,1200,125,888,12265,1280,138
1606944078,855,12244,1200,124,890,12247,1280,138
1606944080,855,12258,1200,125,889,12261,1280,138
1606944082,854,12254,1200,125,890,12257,1280,138
1606944084,856,12267,1200,125,888,12271,1280,139
1606944086,855,12255,1200,125,884,12258,1280,137
1606944088,857,12275,1200,125,888,12278,1280,139
1606944090,854,12254,1200,125,889,12257,1280,138
1606944092,854,12258,1200,125,891,12261,1280,138
1606944094,856,12259,1200,125,892,12262,1280,139
1606944096,855,12264,1200,125,892,12267,1240,135
1606944098,855,12249,1200,124,888,12252,1280,138
1606944100,855,12264,1200,125,894,12267,1240,135
1606944102,854,12251,1200,125,889,12254,1280,138
1606944104,856,12267,1200,125,884,12270,1280,138
1606944106,858,12257,1200,126,886,12261,1280,138
1606944108,858,12262,1200,126,888,12265,1280,138
1606944110,860,12252,1200,126,885,12256,1280,138
1606944112,856,12259,1200,125,891,12262,1240,135
1606944114,852,12244,1200,124,888,12247,1280,138
1606944116,855,12256,1200,125,885,12260,1280,138
1606944118,853,12237,1200,124,884,12240,1280,137
1606944120,853,12250,1200,125,892,12253,1240,134
1606944122,853,12249,1200,124,893,12253,1240,134
1606944124,853,12253,1200,125,892,12256,1240,134
1606944126,853,12250,1200,125,890,12253,1240,134
1606944128,853,12255,1200,125,886,12258,1280,138
1606944130,854,12245,1200,124,891,12248,1240,134
1606944132,853,12258,1200,125,886,12261,1280,138
1606944134,853,12252,1200,125,888,12255,1240,134
1606944136,856,12260,1200,125,886,12263,1280,138
1606944138,856,12257,1200,125,890,12260,1240,135
1606944140,853,12252,1200,125,889,12255,1240,134
1606944142,856,12263,1200,125,891,12266,1240,135
1606944144,854,12254,1200,125,888,12257,1240,134
1606944146,856,12265,1200,125,890,12268,1240,135
1606944148,854,12257,1200,125,890,12260,1240,135
1606944150,854,12262,1200,125,892,12265,1240,135
1606944152,856,12257,1200,125,891,12260,1240,135
1606944154,856,12259,1200,125,888,12262,1240,134
1606944156,853,12251,1200,125,884,12254,1280,137
1606944158,853,12256,1200,125,891,12259,1240,135
1606944160,853,12259,1200,125,884,12262,1280,137
1606944162,856,12262,1200,125,892,12265,1240,135
1606944164,851,12244,1200,124,890,12247,1240,134
1606944166,855,12252,1200,125,890,12255,1240,134
1606944168,853,12251,1200,125,884,12254,1280,137
1606944170,855,12263,1200,125,887,12266,1240,134
1606944172,854,12254,1200,125,884,12257,1280,137
1606944174,864,12265,1200,127,890,12268,1240,135
1606944176,861,12256,1200,126,889,12259,1240,135
1606944178,867,12270,1200,127,887,12273,1240,134
1606944180,861,12254,1200,126,890,12257,1240,134
1606944182,862,12263,1200,126,890,12266,1240,135
1606944184,858,12254,1200,126,891,12257,1240,134
1606944186,856,12254,1200,125,886,12257,1240,133
1606944188,861,12252,1200,126,887,12255,1240,133
1606944190,863,12274,1200,126,884,12277,1240,134
1606944192,858,12258,1200,126,887,12261,1240,134
1606944194,856,12267,1240,130,886,12270,1240,134
1606944196,851,12259,1240,129,890,12262,1240,135
1606944198,857,12264,1240,130,884,12267,1240,134
1606944200,861,12257,1240,130,886,12260,1240,134
1606944202,861,12267,1240,130,882,12270,1240,134
1606944204,861,12249,1240,130,884,12252,1240,133
1606944206,861,12263,1240,130,882,12266,1240,134
